year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Audi,S8,quattro,Sedan,automatic,waud2afd5en002751,fl,48,18499,white,black,the collection,81000,79800,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c52ed129555,nv,48,4206,gray,black,the hertz corporation,66000,65500,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c5xed129500,wa,41,3260,black,black,the hertz corporation,66000,65001,Tue Dec 30 2014 13:30:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c50ed129554,wa,43,2922,gray,black,the hertz corporation,66000,64801,Tue Jan 06 2015 16:00:00 GMT-0800 (PST)
2014,Audi,A7,Prestige quattro,Sedan,automatic,wau2gafc7en084627,il,49,9505,gray,black,mercedes benz of chicago,51000,54500,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Ford,F-150,SVT Raptor,SuperCrew,automatic,1ftfw1r60dfe06627,nv,49,7554,blue,black,chapman corporate wholesale,49100,50750,Fri Dec 19 2014 11:45:00 GMT-0800 (PST)
2014,BMW,M6 Gran Coupe,Base,Sedan,automatic,wbs6c9c59ed467097,ga,44,7338,black,black,bmw of chattanooga,100000,93250,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c54ed593152,nc,39,10166,gray,black,the hertz corporation,69000,68100,Tue Jan 06 2015 01:15:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c5xed593169,wa,38,6034,gray,black,the hertz corporation,74000,68501,Tue Dec 30 2014 13:30:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c58ed593090,wa,46,5310,black,black,the hertz corporation,73000,68901,Wed Dec 17 2014 14:10:00 GMT-0800 (PST)
2013,Infiniti,QX,QX56,SUV,automatic,jn8az2ne3d9060029,fl,5,7546,white,black,performance nissan,52000,53000,Thu Dec 18 2014 11:40:00 GMT-0800 (PST)
2013,Jaguar,XK,XKR,Coupe,automatic,sajwa4dc0dmb49661,tn,43,20941,white,blue,jpmorgan chase bank n.a.,55600,58400,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d4xda762289,pa,44,15569,blue,beige,fairfield chevrolet cadillac,52500,52000,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover,HSE,SUV,automatic,salgs2df9da106801,mi,5,44535,black,black,kevins marysville auto sales inc,82000,80250,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover,HSE,SUV,automatic,salgs2df3da111346,ca,42,44373,black,black,jaguar land rover thousand oaks,80000,81000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,LS 460,Base,Sedan,automatic,jthbl5efxd5118560,fl,27,19253,black,beige,lexus of north miami,55300,50200,Wed Feb 11 2015 01:35:00 GMT-0800 (PST)
2013,Mercedes-Benz,CLS-Class,CLS63 AMG,Sedan,automatic,wddlj7eb4da083998,tx,49,5035,black,gray,rolls royce motorcars manhattan,68000,75000,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da509950,tx,39,25361,black,black,mercedes-benz financial services,55100,54500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da499092,tx,4,14150,black,black,mercedes-benz financial services,53300,51500,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da503225,tx,41,32579,black,black,mercedes-benz financial services,54100,52500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db4da507639,tx,36,21204,—,gray,mercedes-benz financial services,55700,55250,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da2df018258,tx,39,8958,red,black,mercedes-benz finc wholesale advantage,76000,74750,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,wddng9eb7da512215,wi,42,16923,—,brown,mercedes-benz financial services,53400,51000,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da2df006093,fl,47,13142,gray,beige,braman motors,75000,75500,Wed Jan 14 2015 01:40:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db6da500241,ca,46,19818,white,black,calstar motors inc,55900,62500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da2df018938,tx,44,11790,black,black,mercedes-benz financial services,75000,71250,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da495756,tx,3,16607,—,black,mercedes-benz financial services,52600,50750,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db4da525476,tx,42,31150,black,brown,mercedes-benz financial services,54300,54000,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7dbxda530231,tx,49,5636,black,black,mercedes-benz finc wholesale advantage,54500,54250,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da0df019067,ga,44,11753,black,black,the hertz corporation,74000,72100,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,GT-R,Premium,Coupe,automatic,jn1ar5ef1dm261224,tn,48,14516,gray,black,wholesale inc # 2,73000,70500,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2013,Porsche,Boxster,S,Convertible,automatic,wp0cb2a85ds130499,tx,4,10302,blue,tan,rolls royce motorcars manhattan,53000,51500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Porsche,Panamera,GTS,Sedan,automatic,wp0af2a79dl075178,tx,34,19113,black,black,rolls royce motorcars manhattan,78000,77500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Porsche,Cayenne,S,SUV,automatic,wp1ab2a29dla80881,ca,46,37011,white,tan,elad motors,59600,58000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Tesla,Model S,Performance,Sedan,automatic,5yjsa1cp9dfp03379,tx,5,4137,white,silver,earth motorcars llc,87000,80000,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Toyota,Land Cruiser,Base,SUV,automatic,jtmhy7aj3d4010774,ca,36,42414,gray,black,auto city sales/leasing,54100,51000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Base,Coupe,automatic,1g1yd2d76e5000517,mi,5,5269,blue,brown,remarketing by ge/michigan schools & govt cu,49200,51500,Thu Jan 08 2015 09:30:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Z51,Coupe,manual,1g1yl2d75e5124362,ca,42,4975,red,black,remarketing by ge/larry h miller-fleet lease,56100,52500,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2012,BMW,M6,Base,Convertible,automatic,wbslz9c50cc985488,wa,42,17024,blue,black,bmw trade assist,69000,60000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Ferrari,California,Base,Convertible,automatic,zff65lja1c0183418,fl,45,8149,silver,red,the collection,156000,156000,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML63 AMG,SUV,automatic,4jgda7eb0ca049551,ca,36,19702,—,black,desert european motorcars,65000,62000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba3cf168524,wi,38,16081,gray,—,mercedes-benz finc wholesale advantage,63000,62000,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,GT-R,Black Edition,Coupe,automatic,jn1ar5ef9cm250437,tx,41,22274,silver,beige,chicago motor car corporation,68000,64250,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2012,Porsche,911,Carrera Black Edition,Coupe,automatic,wp0aa2a91cs106640,pa,44,23757,silver,black,my car llc,60000,59500,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2012,Porsche,911,Carrera S (Midyear Redesign),Coupe,manual,wp0ab2a97cs720377,pa,47,20369,silver,—,union volkswagen,71000,65000,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2009,Mercedes-Benz,SL-Class,SL63 AMG,Convertible,automatic,wdbsk70f79f146341,nv,38,13774,black,black,financial services remarketing (repos),52300,54500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2008,Ferrari,F430,Spider F1,Convertible,automatic,zffew59a480162224,fl,26,11301,red,black,the hertz corporation,128000,117000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2015,GMC,Yukon,SLT,SUV,automatic,1gks2bkc6fr122148,tn,38,12378,white,gray,wells fargo dealer services,52400,54400,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,GL-Class,GL550 4MATIC,SUV,automatic,4jgdf7de9ea290167,oh,47,8435,white,tan,mercedes-benz usa,78000,78750,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,wddug8fb3ea041802,oh,41,8814,gray,gray,the hertz corporation,83000,83000,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da9ef025919,nv,41,8526,black,black,mercedes-benz financial services,82000,79750,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E550,Convertible,automatic,wddkk7df0ef242002,oh,43,3569,gray,—,mercedes-benz usa,56700,57250,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,C-Class,C63 AMG,Sedan,automatic,wddgf7hb3ea908302,fl,43,9319,silver,black,american bank auto liquidators,52300,53500,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E350,Convertible,automatic,wddkk5kf3ef278483,oh,48,11132,white,—,mercedes-benz financial services,48600,50000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E63 AMG 4MATIC,Sedan,automatic,wddhf9cb8ea943988,oh,39,8186,silver,black,the hertz corporation,69000,68001,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2013,BMW,6 Series Gran Coupe,640i,Sedan,automatic,wba6a0c52ddz03308,nv,34,27441,black,—,financial services remarketing - pickup,51300,51500,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
2013,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef4d5118151,fl,48,22232,silver,black,lexus financial services,55700,56800,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2013,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax5d4088121,ca,4,51779,silver,tan,toyota motor sales/lexus,59400,55600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db0da497823,nv,37,18694,—,black,mercedes-benz financial services,55300,54000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db1da506948,nv,41,16394,—,gray,mercedes-benz financial services,51900,54000,Thu Jan 22 2015 06:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db2da509311,nv,36,33389,black,black,mercedes-benz financial services,48400,50000,Thu Jan 22 2015 06:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db2da497547,nv,33,21155,black,brown,mercedes-benz financial services,54900,52500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da496483,nv,35,26582,black,black,mercedes-benz financial services,54100,54000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da491613,nv,4,12737,black,black,mercedes-benz financial services,56200,53000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da496620,nv,37,17324,—,black,mercedes-benz financial services,51700,53500,Thu Jan 22 2015 06:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db6da517508,nv,38,28351,—,gray,mercedes-benz financial services,49400,50500,Thu Jan 22 2015 06:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7dbxda499577,nv,38,28449,—,black,mercedes-benz financial services,53800,51500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,wddng9eb0da494916,oh,36,15021,black,black,mercedes-benz financial services,52500,50750,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db7da509417,nv,37,22413,black,black,mercedes-benz financial services,54700,52000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,wddng9eb2da535000,oh,38,14702,black,black,mercedes-benz financial services,52600,50500,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera 4S,Coupe,automatic,wp0ab2a96ds121648,fl,47,9357,silver,black,tdaf remarketing,92000,87000,Tue Dec 30 2014 09:00:00 GMT-0800 (PST)
2011,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba3bf161295,fl,45,26749,gray,black,tdaf remarketing,52900,50800,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2011,Porsche,Cayenne,Turbo,SUV,automatic,wp1ac2a24bla81110,ca,38,59555,gray,black,high bid trading co inc,48100,51250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Porsche,Panamera,4S,Sedan,automatic,wp0ab2a73bl060054,fl,5,30035,gold,tan,mint motorcars inc,54800,55000,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
2014,Ford,F-350 Super Duty,Platinum,Crew Cab,automatic,1ft8w3bt7eeb12489,co,5,7355,black,brown,the auto connection,51400,54300,Wed Feb 25 2015 03:45:00 GMT-0800 (PST)
2014,Ford,Shelby GT500,Base,Coupe,manual,1zvbp8jz6e5231427,tx,4,10288,white,black,chesterfield motorsports llc,54200,52000,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,SRT,SUV,automatic,1c4rjfdjxec585038,mi,5,3858,white,black,kevins marysville auto sales inc,55600,59300,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2014,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef5e5130908,fl,47,6105,white,black,arg inc,62000,65100,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2014,Lexus,LS 460,Base,Sedan,automatic,jthcl5ef4e5019867,wi,44,4575,silver,black,toyota motor sales/lexus,68000,67000,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E63 AMG 4MATIC,Sedan,automatic,wddhf9cb3ea934888,wa,5,4618,silver,black,the hertz corporation,69000,69000,Wed Jan 21 2015 06:10:00 GMT-0800 (PST)
2014,Mercedes-Benz,C-Class,C63 AMG,Sedan,automatic,wddgf7hb1ea915930,wa,48,5084,white,black,the hertz corporation,51300,50800,Tue Dec 30 2014 13:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,C-Class,C63 AMG,Sedan,automatic,wddgf7hb3ea919042,wa,44,4413,white,black,the hertz corporation,51300,51001,Tue Dec 30 2014 13:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E63 AMG 4MATIC,Sedan,automatic,wddhf9cb6ea916711,wa,46,3370,black,black,the hertz corporation,70000,69800,Tue Dec 23 2014 14:35:00 GMT-0800 (PST)
2013,BMW,6 Series,650i,Coupe,automatic,wbaym9c59ddw20005,fl,41,16957,gray,black,tdaf remarketing,54900,53000,Tue Jan 06 2015 01:00:00 GMT-0800 (PST)
2013,Chevrolet,Corvette,Z06,Coupe,manual,1g1yj2dexd5102425,nv,41,8757,red,black,s & p auto leasing,56700,53500,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c57ed129566,wa,44,2307,white,black,the hertz corporation,66000,66001,Tue Dec 30 2014 13:30:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c59ed129522,tn,42,7913,white,black,the hertz corporation,64000,62500,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c58e0h18362,fl,44,26011,gray,black,fields bmw,52700,50000,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2013,Ford,Shelby GT500,Base,Coupe,manual,1zvbp8jz3d5226779,tn,49,3745,black,black,wholesale inc # 2,53100,55500,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Luxury,SUV,automatic,salsk2d48da802039,tx,46,13921,gray,beige,tdaf remarketing,54700,55000,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce5da225431,oh,42,21997,white,off-white,mercedes-benz financial services,47900,54500,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Base,Convertible,automatic,1g1yd3d70e5127141,fl,5,1816,gray,red,tdaf remarketing,57500,58600,Tue Jan 20 2015 01:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E63 AMG,Sedan,automatic,wddhf7eb7ca589394,fl,49,20947,black,black,global motor sports inc,59300,58500,Mon Dec 22 2014 09:15:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc2fr197466,tx,44,2786,white,black,wells fargo dealer services,54100,54800,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2015,BMW,Z4,sDrive35i,Convertible,automatic,wbalm7c52fj798910,oh,48,5167,gray,—,bmw north america greer,49500,50000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c53fvy25131,oh,44,4739,beige,—,bmw north america raa,50600,52750,Tue Jun 16 2015 07:00:00 GMT-0700 (PDT)
2008,Porsche,911,Turbo,Convertible,manual,wp0cd299x8s788767,nv,5,15920,—,black,ed bozarth nevada #1 chevrolet,71000,71000,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc4fr193853,md,45,16270,black,black,enterprise veh exchange/rental,57000,56000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckcxfr220155,oh,49,16161,black,gray,enterprise veh exchange/rental,54900,52800,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax1e4135839,fl,44,1650,black,beige,onesource/kendall toyota,79000,78000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2014,Toyota,Land Cruiser,Base,SUV,automatic,jtmhy7aj8e4023683,ca,44,14278,black,beige,premium auto wholesale,63000,61000,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2013,BMW,7 Series,740Li xDrive,Sedan,automatic,wbayf4c58dd127378,oh,49,1382,black,black,bmw na manheim new jersey,54600,53000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2013,Ford,F-150,SVT Raptor,SuperCrew,automatic,1ftfw1r67dfb99010,nv,49,9800,silver,black,audi henderson,49700,51500,Wed Dec 31 2014 11:45:00 GMT-0800 (PST)
2013,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef5d5123598,fl,35,16627,white,beige,lexus financial services,57000,54800,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2013,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef4d5123933,fl,42,25744,white,black,lexus financial services,54800,55000,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c52edz72495,oh,39,2622,white,black,bmw north america raa,67000,62000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c56edz72628,oh,46,4750,gray,—,bmw north america raa,66000,61000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c55ed593161,ca,42,17280,gray,black,the hertz corporation,64000,65000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2014,BMW,4 Series,435i,Convertible,automatic,wba3t3c55ep737672,oh,49,1304,white,gray,bmw north america greer,48000,57000,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
2014,BMW,M6,Base,Coupe,automatic,wbslx9c56ed160400,oh,36,7153,—,black,bmw north america greer,88000,95500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,M6 Gran Coupe,Base,Sedan,automatic,wbs6c9c52ed467152,oh,45,5844,white,—,bmw north america greer,105000,103000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c56ed452445,oh,46,3119,black,black,bmw north america raa,67000,66500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,X6,xDrive35i,SUV,automatic,5uxfg2c50e0k41555,oh,44,8029,gray,black,bmw north america greer,52700,51000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,5 Series,535d,Sedan,automatic,wbaxa5c50ed690815,oh,46,10269,white,—,bmw north america raa,47400,52000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,5 Series,535i,Sedan,automatic,wba5b1c59ed481831,oh,46,3066,white,—,bmw north america raa,52100,50000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,5 Series,535d xDrive,Sedan,automatic,wbafv3c58ed686029,oh,43,4182,gray,black,bmw north america raa,54700,53500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c51edz72651,oh,46,1118,white,black,bmw north america raa,68000,64000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c58edz72629,oh,42,841,white,black,bmw north america raa,68000,63000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c50ed594072,oh,49,1911,black,black,bmw na manheim new jersey,75000,85000,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
2014,BMW,7 Series,740Li,Sedan,automatic,wbaye4c50ed138301,oh,46,7786,black,black,bmw north america raa,56100,51000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,5 Series,550i,Sedan,automatic,wbakn9c53ed682214,oh,5,9372,black,black,bmw north america greer,52400,50500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c58edz72369,oh,45,5216,red,—,bmw north america greer,66000,62000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,M6,Base,Coupe,automatic,wbslx9c51ed160398,oh,43,6634,white,black,bmw north america greer,88000,97000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,X6,xDrive35i,SUV,automatic,5uxfg2c5xe0k41482,oh,41,8622,gray,beige,bmw north america greer,52600,51250,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,640i xDrive,Sedan,automatic,wba6b8c56ed452641,oh,42,511,white,black,bmw north america raa,68000,63000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,7 Series,740i,Sedan,automatic,wbaya6c55ed826625,oh,42,8608,white,—,bmw north america greer,54600,51000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,7 Series,740i,Sedan,automatic,wbaya6c51ed826685,oh,5,3723,—,black,bmw na manheim new jersey,56200,54000,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive50i,SUV,automatic,5uxkr6c58e0c03977,oh,44,10834,black,black,bmw na manheim new jersey,67000,65500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
2014,BMW,4 Series,435i,Convertible,automatic,wba3t3c50ep737630,oh,45,4866,gray,—,bmw north america,45000,54000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive50i,SUV,automatic,5uxkr6c57e0c02061,oh,41,7334,gray,black,bmw north america raa,66000,69000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,5 Series Gran Turismo,535i xDrive,Hatchback,automatic,wba5m4c56ed183832,oh,47,3967,black,black,bmw north america,56600,55000,Tue Jan 27 2015 06:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35d,SUV,automatic,5uxks4c59e0c07111,oh,49,1018,brown,—,bmw north america greer,57800,64500,Tue Dec 30 2014 14:00:00 GMT-0800 (PST)
